Year,CountyID,State,County,Median Income
1996,BexarTX1996,TX,Bexar,.
1997,BexarTX1997,TX,Bexar,32374
1998,BexarTX1998,TX,Bexar,34210
1999,BexarTX1999,TX,Bexar,36340
2000,BexarTX2000,TX,Bexar,39540
2001,BexarTX2001,TX,Bexar,38968
2002,BexarTX2002,TX,Bexar,38418
2003,BexarTX2003,TX,Bexar,38676
2004,BexarTX2004,TX,Bexar,38832
2005,BexarTX2005,TX,Bexar,42063
2006,BexarTX2006,TX,Bexar,42833
2007,BexarTX2007,TX,Bexar,44587
2008,BexarTX2008,TX,Bexar,45794
2009,BexarTX2009,TX,Bexar,45315
2010,BexarTX2010,TX,Bexar,47724
2011,BexarTX2011,TX,Bexar,46589
2012,BexarTX2012,TX,Bexar,49651
2013,BexarTX2013,TX,Bexar,49655
2014,BexarTX2014,TX,Bexar,50699
2015,BexarTX2015,TX,Bexar,52230
2016,BexarTX2016,TX,Bexar,53170
2017,BexarTX2017,TX,Bexar,54163
2018,BexarTX2018,TX,Bexar,54210
2019,BexarTX2019,TX,Bexar,58956
1989,ClackamasOR1989,OR,Clackamas,34897
1990,ClackamasOR1990,OR,Clackamas,.
1991,ClackamasOR1991,OR,Clackamas,.
1992,ClackamasOR1992,OR,Clackamas,.
1993,ClackamasOR1993,OR,Clackamas,40721
1994,ClackamasOR1994,OR,Clackamas,.
1995,ClackamasOR1995,OR,Clackamas,45061
1996,ClackamasOR1996,OR,Clackamas,.
1997,ClackamasOR1997,OR,Clackamas,49455
1998,ClackamasOR1998,OR,Clackamas,50999
1999,ClackamasOR1999,OR,Clackamas,51117
2000,ClackamasOR2000,OR,Clackamas,52670
2001,ClackamasOR2001,OR,Clackamas,52640
2002,ClackamasOR2002,OR,Clackamas,52550
2003,ClackamasOR2003,OR,Clackamas,52367
2004,ClackamasOR2004,OR,Clackamas,53150
2005,ClackamasOR2005,OR,Clackamas,54743
2006,ClackamasOR2006,OR,Clackamas,56287
2007,ClackamasOR2007,OR,Clackamas,61325
2008,ClackamasOR2008,OR,Clackamas,65862
2009,ClackamasOR2009,OR,Clackamas,60051
2010,ClackamasOR2010,OR,Clackamas,57960
2011,ClackamasOR2011,OR,Clackamas,58496
2012,ClackamasOR2012,OR,Clackamas,64231
2013,ClackamasOR2013,OR,Clackamas,66514
2014,ClackamasOR2014,OR,Clackamas,65555
2015,ClackamasOR2015,OR,Clackamas,69523
2016,ClackamasOR2016,OR,Clackamas,74460
2017,ClackamasOR2017,OR,Clackamas,79404
2018,ClackamasOR2018,OR,Clackamas,81061
2019,ClackamasOR2019,OR,Clackamas,80539
1989,ClarkNV1989,NV,ClarkNV,28249
1990,ClarkNV1990,NV,ClarkNV,.
1991,ClarkNV1991,NV,ClarkNV,.
1992,ClarkNV1992,NV,ClarkNV,.
1993,ClarkNV1993,NV,ClarkNV,34216
1994,ClarkNV1994,NV,ClarkNV,.
1995,ClarkNV1995,NV,ClarkNV,38184
1996,ClarkNV1996,NV,ClarkNV,.
1997,ClarkNV1997,NV,ClarkNV,39586
1998,ClarkNV1998,NV,ClarkNV,40720
1999,ClarkNV1999,NV,ClarkNV,41968
2000,ClarkNV2000,NV,ClarkNV,43454
2001,ClarkNV2001,NV,ClarkNV,42810
2002,ClarkNV2002,NV,ClarkNV,42243
2003,ClarkNV2003,NV,ClarkNV,43756
2004,ClarkNV2004,NV,ClarkNV,45793
2005,ClarkNV2005,NV,ClarkNV,49565
2006,ClarkNV2006,NV,ClarkNV,53472
2007,ClarkNV2007,NV,ClarkNV,55960
2008,ClarkNV2008,NV,ClarkNV,56691
2009,ClarkNV2009,NV,ClarkNV,53512
2010,ClarkNV2010,NV,ClarkNV,51427
2011,ClarkNV2011,NV,ClarkNV,48343
2012,ClarkNV2012,NV,ClarkNV,49583
2013,ClarkNV2013,NV,ClarkNV,51071
2014,ClarkNV2014,NV,ClarkNV,51241
2015,ClarkNV2015,NV,ClarkNV,51624
2016,ClarkNV2016,NV,ClarkNV,54455
2017,ClarkNV2017,NV,ClarkNV,57217
2018,ClarkNV2018,NV,ClarkNV,57155
2019,ClarkNV2019,NV,ClarkNV,62131
1989,ClarkWA1989,WA,ClarkWA,32039
1990,ClarkWA1990,WA,ClarkWA,.
1991,ClarkWA1991,WA,ClarkWA,.
1992,ClarkWA1992,WA,ClarkWA,.
1993,ClarkWA1993,WA,ClarkWA,37125
1994,ClarkWA1994,WA,ClarkWA,.
1995,ClarkWA1995,WA,ClarkWA,42862
1996,ClarkWA1996,WA,ClarkWA,.
1997,ClarkWA1997,WA,ClarkWA,45890
1998,ClarkWA1998,WA,ClarkWA,47916
1999,ClarkWA1999,WA,ClarkWA,47776
2000,ClarkWA2000,WA,ClarkWA,49569
2001,ClarkWA2001,WA,ClarkWA,48299
2002,ClarkWA2002,WA,ClarkWA,49040
2003,ClarkWA2003,WA,ClarkWA,50312
2004,ClarkWA2004,WA,ClarkWA,52120
2005,ClarkWA2005,WA,ClarkWA,51124
2006,ClarkWA2006,WA,ClarkWA,55459
2007,ClarkWA2007,WA,ClarkWA,58167
2008,ClarkWA2008,WA,ClarkWA,59194
2009,ClarkWA2009,WA,ClarkWA,56351
2010,ClarkWA2010,WA,ClarkWA,55144
2011,ClarkWA2011,WA,ClarkWA,56750
2012,ClarkWA2012,WA,ClarkWA,56087
2013,ClarkWA2013,WA,ClarkWA,57886
2014,ClarkWA2014,WA,ClarkWA,61747
2015,ClarkWA2015,WA,ClarkWA,64282
2016,ClarkWA2016,WA,ClarkWA,68937
2017,ClarkWA2017,WA,ClarkWA,74243
2018,ClarkWA2018,WA,ClarkWA,73971
2019,ClarkWA2019,WA,ClarkWA,80407
1989,CollinsTX1989,TX,Collins,47992
1990,CollinsTX1990,TX,Collins,.
1991,CollinsTX1991,TX,Collins,.
1992,CollinsTX1992,TX,Collins,.
1993,CollinsTX1993,TX,Collins,55643
1994,CollinsTX1994,TX,Collins,.
1995,CollinsTX1995,TX,Collins,60998
1996,CollinsTX1996,TX,Collins,.
1997,CollinsTX1997,TX,Collins,65814
1998,CollinsTX1998,TX,Collins,71423
1999,CollinsTX1999,TX,Collins,73775
2000,CollinsTX2000,TX,Collins,77303
2001,CollinsTX2001,TX,Collins,77249
2002,CollinsTX2002,TX,Collins,75866
2003,CollinsTX2003,TX,Collins,74333
2004,CollinsTX2004,TX,Collins,75709
2005,CollinsTX2005,TX,Collins,71419
2006,CollinsTX2006,TX,Collins,74681
2007,CollinsTX2007,TX,Collins,80059
2008,CollinsTX2008,TX,Collins,81875
2009,CollinsTX2009,TX,Collins,77905
2010,CollinsTX2010,TX,Collins,77862
2011,CollinsTX2011,TX,Collins,82765
2012,CollinsTX2012,TX,Collins,81992
2013,CollinsTX2013,TX,Collins,81315
2014,CollinsTX2014,TX,Collins,86634
2015,CollinsTX2015,TX,Collins,86823
2016,CollinsTX2016,TX,Collins,90382
2017,CollinsTX2017,TX,Collins,95394
2018,CollinsTX2018,TX,Collins,96936
2019,CollinsTX2019,TX,Collins,96847
1989,ComalTX1989,TX,Comal,27376
1990,ComalTX1990,TX,Comal,.
1991,ComalTX1991,TX,Comal,.
1992,ComalTX1992,TX,Comal,.
1993,ComalTX1993,TX,Comal,32219
1994,ComalTX1994,TX,Comal,.
1995,ComalTX1995,TX,Comal,37595
1996,ComalTX1996,TX,Comal,.
1997,ComalTX1997,TX,Comal,39600
1998,ComalTX1998,TX,Comal,41720
1999,ComalTX1999,TX,Comal,44699
2000,ComalTX2000,TX,Comal,47472
2001,ComalTX2001,TX,Comal,46713
2002,ComalTX2002,TX,Comal,47616
2003,ComalTX2003,TX,Comal,48888
2004,ComalTX2004,TX,Comal,50246
2005,ComalTX2005,TX,Comal,53643
2006,ComalTX2006,TX,Comal,58702
2007,ComalTX2007,TX,Comal,58589
2008,ComalTX2008,TX,Comal,61393
2009,ComalTX2009,TX,Comal,62642
2010,ComalTX2010,TX,Comal,61573
2011,ComalTX2011,TX,Comal,59754
2012,ComalTX2012,TX,Comal,59081
2013,ComalTX2013,TX,Comal,70322
2014,ComalTX2014,TX,Comal,64533
2015,ComalTX2015,TX,Comal,68362
2016,ComalTX2016,TX,Comal,76296
2017,ComalTX2017,TX,Comal,72562
2018,ComalTX2018,TX,Comal,76523
2019,ComalTX2019,TX,Comal,87976
1989,CookIL1989,IL,Cook,29711
1990,CookIL1990,IL,Cook,.
1991,CookIL1991,IL,Cook,.
1992,CookIL1992,IL,Cook,.
1993,CookIL1993,IL,Cook,33573
1994,CookIL1994,IL,Cook,.
1995,CookIL1995,IL,Cook,37824
1996,CookIL1996,IL,Cook,.
1997,CookIL1997,IL,Cook,40181
1998,CookIL1998,IL,Cook,41815
1999,CookIL1999,IL,Cook,43128
2000,CookIL2000,IL,Cook,45239
2001,CookIL2001,IL,Cook,43569
2002,CookIL2002,IL,Cook,42863
2003,CookIL2003,IL,Cook,42723
2004,CookIL2004,IL,Cook,43584
2005,CookIL2005,IL,Cook,48919
2006,CookIL2006,IL,Cook,50682
2007,CookIL2007,IL,Cook,52554
2008,CookIL2008,IL,Cook,54559
2009,CookIL2009,IL,Cook,52516
2010,CookIL2010,IL,Cook,51457
2011,CookIL2011,IL,Cook,50806
2012,CookIL2012,IL,Cook,52160
2013,CookIL2013,IL,Cook,53795
2014,CookIL2014,IL,Cook,55058
2015,CookIL2015,IL,Cook,56841
2016,CookIL2016,IL,Cook,60025
2017,CookIL2017,IL,Cook,61401
2018,CookIL2018,IL,Cook,63347
2019,CookIL2019,IL,Cook,69375
1989,DallasTX1989,TX,Dallas,30570
1990,DallasTX1990,TX,Dallas,.
1991,DallasTX1991,TX,Dallas,.
1992,DallasTX1992,TX,Dallas,.
1993,DallasTX1993,TX,Dallas,33666
1994,DallasTX1994,TX,Dallas,.
1995,DallasTX1995,TX,Dallas,37777
1996,DallasTX1996,TX,Dallas,.
1997,DallasTX1997,TX,Dallas,40960
1998,DallasTX1998,TX,Dallas,42736
1999,DallasTX1999,TX,Dallas,41913
2000,DallasTX2000,TX,Dallas,43550
2001,DallasTX2001,TX,Dallas,42421
2002,DallasTX2002,TX,Dallas,41271
2003,DallasTX2003,TX,Dallas,41256
2004,DallasTX2004,TX,Dallas,41947
2005,DallasTX2005,TX,Dallas,42791
2006,DallasTX2006,TX,Dallas,44894
2007,DallasTX2007,TX,Dallas,46468
2008,DallasTX2008,TX,Dallas,47155
2009,DallasTX2009,TX,Dallas,46044
2010,DallasTX2010,TX,Dallas,46909
2011,DallasTX2011,TX,Dallas,47335
2012,DallasTX2012,TX,Dallas,47343
2013,DallasTX2013,TX,Dallas,47902
2014,DallasTX2014,TX,Dallas,50118
2015,DallasTX2015,TX,Dallas,51824
2016,DallasTX2016,TX,Dallas,54429
2017,DallasTX2017,TX,Dallas,56732
2018,DallasTX2018,TX,Dallas,59838
2019,DallasTX2019,TX,Dallas,61807
1989,DenverCO1989,CO,Denver,24845
1990,DenverCO1990,CO,Denver,.
1991,DenverCO1991,CO,Denver,.
1992,DenverCO1992,CO,Denver,.
1993,DenverCO1993,CO,Denver,29440
1994,DenverCO1994,CO,Denver,.
1995,DenverCO1995,CO,Denver,31944
1996,DenverCO1996,CO,Denver,.
1997,DenverCO1997,CO,Denver,35616
1998,DenverCO1998,CO,Denver,38943
1999,DenverCO1999,CO,Denver,39093
2000,DenverCO2000,CO,Denver,41657
2001,DenverCO2001,CO,Denver,40709
2002,DenverCO2002,CO,Denver,40082
2003,DenverCO2003,CO,Denver,41036
2004,DenverCO2004,CO,Denver,41767
2005,DenverCO2005,CO,Denver,42576
2006,DenverCO2006,CO,Denver,41357
2007,DenverCO2007,CO,Denver,44881
2008,DenverCO2008,CO,Denver,46305
2009,DenverCO2009,CO,Denver,46693
2010,DenverCO2010,CO,Denver,45415
2011,DenverCO2011,CO,Denver,47584
2012,DenverCO2012,CO,Denver,50455
2013,DenverCO2013,CO,Denver,51156
2014,DenverCO2014,CO,Denver,54872
2015,DenverCO2015,CO,Denver,57886
2016,DenverCO2016,CO,Denver,61038
2017,DenverCO2017,CO,Denver,64974
2018,DenverCO2018,CO,Denver,68069
2019,DenverCO2019,CO,Denver,75456
1989,ElPasoCO1989,CO,ElPaso,28225
1990,ElPasoCO1990,CO,ElPaso,.
1991,ElPasoCO1991,CO,ElPaso,.
1992,ElPasoCO1992,CO,ElPaso,.
1993,ElPasoCO1993,CO,ElPaso,34192
1994,ElPasoCO1994,CO,ElPaso,.
1995,ElPasoCO1995,CO,ElPaso,39180
1996,ElPasoCO1996,CO,ElPaso,.
1997,ElPasoCO1997,CO,ElPaso,42023
1998,ElPasoCO1998,CO,ElPaso,43755
1999,ElPasoCO1999,CO,ElPaso,45638
2000,ElPasoCO2000,CO,ElPaso,48991
2001,ElPasoCO2001,CO,ElPaso,48583
2002,ElPasoCO2002,CO,ElPaso,48626
2003,ElPasoCO2003,CO,ElPaso,49292
2004,ElPasoCO2004,CO,ElPaso,50312
2005,ElPasoCO2005,CO,ElPaso,50878
2006,ElPasoCO2006,CO,ElPaso,53234
2007,ElPasoCO2007,CO,ElPaso,55253
2008,ElPasoCO2008,CO,ElPaso,59061
2009,ElPasoCO2009,CO,ElPaso,55621
2010,ElPasoCO2010,CO,ElPaso,51553
2011,ElPasoCO2011,CO,ElPaso,54857
2012,ElPasoCO2012,CO,ElPaso,55312
2013,ElPasoCO2013,CO,ElPaso,57072
2014,ElPasoCO2014,CO,ElPaso,59286
2015,ElPasoCO2015,CO,ElPaso,60050
2016,ElPasoCO2016,CO,ElPaso,63610
2017,ElPasoCO2017,CO,ElPaso,65260
2018,ElPasoCO2018,CO,ElPaso,67923
2019,ElPasoCO2019,CO,ElPaso,72675
1989,HarrisTX1989,TX,Harris,29643
1990,HarrisTX1990,TX,Harris,.
1991,HarrisTX1991,TX,Harris,.
1992,HarrisTX1992,TX,Harris,.
1993,HarrisTX1993,TX,Harris,34500
1994,HarrisTX1994,TX,Harris,.
1995,HarrisTX1995,TX,Harris,35901
1996,HarrisTX1996,TX,Harris,.
1997,HarrisTX1997,TX,Harris,39037
1998,HarrisTX1998,TX,Harris,40690
1999,HarrisTX1999,TX,Harris,41466
2000,HarrisTX2000,TX,Harris,41220
2001,HarrisTX2001,TX,Harris,43279
2002,HarrisTX2002,TX,Harris,42704
2003,HarrisTX2003,TX,Harris,42262
2004,HarrisTX2004,TX,Harris,41922
2005,HarrisTX2005,TX,Harris,44085
2006,HarrisTX2006,TX,Harris,47159
2007,HarrisTX2007,TX,Harris,49977
2008,HarrisTX2008,TX,Harris,52391
2009,HarrisTX2009,TX,Harris,50577
2010,HarrisTX2010,TX,Harris,50437
2011,HarrisTX2011,TX,Harris,50924
2012,HarrisTX2012,TX,Harris,51298
2013,HarrisTX2013,TX,Harris,52533
2014,HarrisTX2014,TX,Harris,54230
2015,HarrisTX2015,TX,Harris,56670
2016,HarrisTX2016,TX,Harris,56415
2017,HarrisTX2017,TX,Harris,58664
2018,HarrisTX2018,TX,Harris,60241
2019,HarrisTX2019,TX,Harris,61638
1989,KendallTX1989,TX,Kendall,28436
1990,KendallTX1990,TX,Kendall,.
1991,KendallTX1991,TX,Kendall,.
1992,KendallTX1992,TX,Kendall,.
1993,KendallTX1993,TX,Kendall,34585
1994,KendallTX1994,TX,Kendall,.
1995,KendallTX1995,TX,Kendall,38991
1996,KendallTX1996,TX,Kendall,.
1997,KendallTX1997,TX,Kendall,39212
1998,KendallTX1998,TX,Kendall,42508
1999,KendallTX1999,TX,Kendall,48288
2000,KendallTX2000,TX,Kendall,50859
2001,KendallTX2001,TX,Kendall,51127
2002,KendallTX2002,TX,Kendall,53517
2003,KendallTX2003,TX,Kendall,55237
2004,KendallTX2004,TX,Kendall,57890
2005,KendallTX2005,TX,Kendall,58843
2006,KendallTX2006,TX,Kendall,60176
2007,KendallTX2007,TX,Kendall,67471
2008,KendallTX2008,TX,Kendall,71262
2009,KendallTX2009,TX,Kendall,72094
2010,KendallTX2010,TX,Kendall,68301
2011,KendallTX2011,TX,Kendall,71388
2012,KendallTX2012,TX,Kendall,68975
2013,KendallTX2013,TX,Kendall,75860
2014,KendallTX2014,TX,Kendall,77764
2015,KendallTX2015,TX,Kendall,79108
2016,KendallTX2016,TX,Kendall,83805
2017,KendallTX2017,TX,Kendall,89637
2018,KendallTX2018,TX,Kendall,90937
2019,KendallTX2019,TX,Kendall,94899
1989,KingsNY1989,NY,Kings,21968
1990,KingsNY1990,NY,Kings,.
1991,KingsNY1991,NY,Kings,.
1992,KingsNY1992,NY,Kings,.
1993,KingsNY1993,NY,Kings,24122
1994,KingsNY1994,NY,Kings,.
1995,KingsNY1995,NY,Kings,24034
1996,KingsNY1996,NY,Kings,.
1997,KingsNY1997,NY,Kings,26108
1998,KingsNY1998,NY,Kings,27556
1999,KingsNY1999,NY,Kings,28582
2000,KingsNY2000,NY,Kings,30302
2001,KingsNY2001,NY,Kings,29765
2002,KingsNY2002,NY,Kings,29961
2003,KingsNY2003,NY,Kings,30672
2004,KingsNY2004,NY,Kings,32339
2005,KingsNY2005,NY,Kings,37098
2006,KingsNY2006,NY,Kings,40266
2007,KingsNY2007,NY,Kings,41304
2008,KingsNY2008,NY,Kings,43172
2009,KingsNY2009,NY,Kings,42932
2010,KingsNY2010,NY,Kings,42047
2011,KingsNY2011,NY,Kings,42437
2012,KingsNY2012,NY,Kings,44850
2013,KingsNY2013,NY,Kings,47067
2014,KingsNY2014,NY,Kings,47547
2015,KingsNY2015,NY,Kings,51026
2016,KingsNY2016,NY,Kings,54793
2017,KingsNY2017,NY,Kings,56548
2018,KingsNY2018,NY,Kings,60862
2019,KingsNY2019,NY,Kings,66501
1989,KingWA1989,WA,King,37030
1990,KingWA1990,WA,King,.
1991,KingWA1991,WA,King,.
1992,KingWA1992,WA,King,.
1993,KingWA1993,WA,King,40330
1994,KingWA1994,WA,King,.
1995,KingWA1995,WA,King,44776
1996,KingWA1996,WA,King,.
1997,KingWA1997,WA,King,51300
1998,KingWA1998,WA,King,52435
1999,KingWA1999,WA,King,52893
2000,KingWA2000,WA,King,55158
2001,KingWA2001,WA,King,53982
2002,KingWA2002,WA,King,53644
2003,KingWA2003,WA,King,53541
2004,KingWA2004,WA,King,55969
2005,KingWA2005,WA,King,58351
2006,KingWA2006,WA,King,63291
2007,KingWA2007,WA,King,66969
2008,KingWA2008,WA,King,70091
2009,KingWA2009,WA,King,67706
2010,KingWA2010,WA,King,66147
2011,KingWA2011,WA,King,68596
2012,KingWA2012,WA,King,68944
2013,KingWA2013,WA,King,71779
2014,KingWA2014,WA,King,75738
2015,KingWA2015,WA,King,81816
2016,KingWA2016,WA,King,85907
2017,KingWA2017,WA,King,89519
2018,KingWA2018,WA,King,94822
2019,KingWA2019,WA,King,102338
1989,LosAngelesCA1989,CA,LosAngeles,31123
1990,LosAngelesCA1990,CA,LosAngeles,.
1991,LosAngelesCA1991,CA,LosAngeles,.
1992,LosAngelesCA1992,CA,LosAngeles,.
1993,LosAngelesCA1993,CA,LosAngeles,32689
1994,LosAngelesCA1994,CA,LosAngeles,.
1995,LosAngelesCA1995,CA,LosAngeles,33828
1996,LosAngelesCA1996,CA,LosAngeles,.
1997,LosAngelesCA1997,CA,LosAngeles,36441
1998,LosAngelesCA1998,CA,LosAngeles,37655
1999,LosAngelesCA1999,CA,LosAngeles,38900
2000,LosAngelesCA2000,CA,LosAngeles,42045
2001,LosAngelesCA2001,CA,LosAngeles,41573
2002,LosAngelesCA2002,CA,LosAngeles,41506
2003,LosAngelesCA2003,CA,LosAngeles,41544
2004,LosAngelesCA2004,CA,LosAngeles,43518
2005,LosAngelesCA2005,CA,LosAngeles,48166
2006,LosAngelesCA2006,CA,LosAngeles,51279
2007,LosAngelesCA2007,CA,LosAngeles,53494
2008,LosAngelesCA2008,CA,LosAngeles,55452
2009,LosAngelesCA2009,CA,LosAngeles,54375
2010,LosAngelesCA2010,CA,LosAngeles,52595
2011,LosAngelesCA2011,CA,LosAngeles,52239
2012,LosAngelesCA2012,CA,LosAngeles,52929
2013,LosAngelesCA2013,CA,LosAngeles,54443
2014,LosAngelesCA2014,CA,LosAngeles,55686
2015,LosAngelesCA2015,CA,LosAngeles,59045
2016,LosAngelesCA2016,CA,LosAngeles,61308
2017,LosAngelesCA2017,CA,LosAngeles,64912
2018,LosAngelesCA2018,CA,LosAngeles,67986
2019,LosAngelesCA2019,CA,LosAngeles,72721
1989,MaricopaAZ1989,AZ,Maricopa,30746
1990,MaricopaAZ1990,AZ,Maricopa,.
1991,MaricopaAZ1991,AZ,Maricopa,.
1992,MaricopaAZ1992,AZ,Maricopa,.
1993,MaricopaAZ1993,AZ,Maricopa,33916
1994,MaricopaAZ1994,AZ,Maricopa,.
1995,MaricopaAZ1995,AZ,Maricopa,37583
1996,MaricopaAZ1996,AZ,Maricopa,.
1997,MaricopaAZ1997,AZ,Maricopa,40134
1998,MaricopaAZ1998,AZ,Maricopa,42192
1999,MaricopaAZ1999,AZ,Maricopa,44054
2000,MaricopaAZ2000,AZ,Maricopa,47024
2001,MaricopaAZ2001,AZ,Maricopa,45921
2002,MaricopaAZ2002,AZ,Maricopa,46038
2003,MaricopaAZ2003,AZ,Maricopa,46376
2004,MaricopaAZ2004,AZ,Maricopa,48304
2005,MaricopaAZ2005,AZ,Maricopa,48752
2006,MaricopaAZ2006,AZ,Maricopa,52522
2007,MaricopaAZ2007,AZ,Maricopa,54733
2008,MaricopaAZ2008,AZ,Maricopa,56511
2009,MaricopaAZ2009,AZ,Maricopa,53284
2010,MaricopaAZ2010,AZ,Maricopa,50424
2011,MaricopaAZ2011,AZ,Maricopa,50785
2012,MaricopaAZ2012,AZ,Maricopa,51442
2013,MaricopaAZ2013,AZ,Maricopa,52066
2014,MaricopaAZ2014,AZ,Maricopa,53929
2015,MaricopaAZ2015,AZ,Maricopa,56017
2016,MaricopaAZ2016,AZ,Maricopa,58742
2017,MaricopaAZ2017,AZ,Maricopa,62221
2018,MaricopaAZ2018,AZ,Maricopa,65234
2019,MaricopaAZ2019,AZ,Maricopa,68634
1997,MiamiDadeFL1997,FL,MiamiDade,30000
1998,MiamiDadeFL1998,FL,MiamiDade,30669
1999,MiamiDadeFL1999,FL,MiamiDade,32287
2000,MiamiDadeFL2000,FL,MiamiDade,33228
2001,MiamiDadeFL2001,FL,MiamiDade,32194
2002,MiamiDadeFL2002,FL,MiamiDade,31531
2003,MiamiDadeFL2003,FL,MiamiDade,33054
2004,MiamiDadeFL2004,FL,MiamiDade,34682
2005,MiamiDadeFL2005,FL,MiamiDade,37142
2006,MiamiDadeFL2006,FL,MiamiDade,41178
2007,MiamiDadeFL2007,FL,MiamiDade,43495
2008,MiamiDadeFL2008,FL,MiamiDade,43921
2009,MiamiDadeFL2009,FL,MiamiDade,41367
2010,MiamiDadeFL2010,FL,MiamiDade,40145
2011,MiamiDadeFL2011,FL,MiamiDade,40476
2012,MiamiDadeFL2012,FL,MiamiDade,41311
2013,MiamiDadeFL2013,FL,MiamiDade,41840
2014,MiamiDadeFL2014,FL,MiamiDade,42754
2015,MiamiDadeFL2015,FL,MiamiDade,43687
2016,MiamiDadeFL2016,FL,MiamiDade,45886
2017,MiamiDadeFL2017,FL,MiamiDade,49758
2018,MiamiDadeFL2018,FL,MiamiDade,52043
2019,MiamiDadeFL2019,FL,MiamiDade,54991
