Year,State,County,CountyID,Ownership Rate (%)
2014,VT,Addison,AddisonVT2014,75.91569169
2015,VT,Addison,AddisonVT2015,75.63733553
2016,VT,Addison,AddisonVT2016,75.43190684
2017,VT,Addison,AddisonVT2017,75.35881642
2018,VT,Addison,AddisonVT2018,76.87687688
2019,VT,Addison,AddisonVT2019,79.03225806
2009,VT,Chittenden,ChittendenVT2009,72.32067393
2010,VT,Chittenden,ChittendenVT2010,71.02197538
2011,VT,Chittenden,ChittendenVT2011,70.39593618
2012,VT,Chittenden,ChittendenVT2012,70.29387811
2013,VT,Chittenden,ChittendenVT2013,69.74199649
2014,VT,Chittenden,ChittendenVT2014,69.00109416
2015,VT,Chittenden,ChittendenVT2015,68.49277605
2016,VT,Chittenden,ChittendenVT2016,67.64420779
2017,VT,Chittenden,ChittendenVT2017,67.23193373
2018,VT,Chittenden,ChittendenVT2018,66.72077069
2019,VT,Chittenden,ChittendenVT2019,66.72775829
2009,VT,Lamoille,LamoilleVT2009,73.62300113
2010,VT,Lamoille,LamoilleVT2010,73.91378867
2011,VT,Lamoille,LamoilleVT2011,72.79549719
2012,VT,Lamoille,LamoilleVT2012,74.01770658
2013,VT,Lamoille,LamoilleVT2013,74.49465419
2014,VT,Lamoille,LamoilleVT2014,74.6583285
2015,VT,Lamoille,LamoilleVT2015,75.35904801
2016,VT,Lamoille,LamoilleVT2016,74.89685036
2017,VT,Lamoille,LamoilleVT2017,74.15579119
2018,VT,Lamoille,LamoilleVT2018,74.56614509
2019,VT,Lamoille,LamoilleVT2019,74.71832698
2009,VT,Grand,GrandVT2009,83.57755776
2010,VT,Grand,GrandVT2010,82.18156228
2011,VT,Grand,GrandVT2011,80.93346574
2012,VT,Grand,GrandVT2012,82.8400683
2013,VT,Grand,GrandVT2013,80.96533944
2014,VT,Grand,GrandVT2014,80.40985956
2015,VT,Grand,GrandVT2015,79.99136939
2016,VT,Grand,GrandVT2016,79.95680346
2017,VT,Grand,GrandVT2017,80.07194245
2018,VT,Grand,GrandVT2018,84.86719311
2019,VT,Grand,GrandVT2019,85.73056109
2009,VA,Fredericksburg,FredericksburgVA2009,39.75262331
2010,VA,Fredericksburg,FredericksburgVA2010,40.64822362
2011,VA,Fredericksburg,FredericksburgVA2011,41.76470588
2012,VA,Fredericksburg,FredericksburgVA2012,40.92496418
2013,VA,Fredericksburg,FredericksburgVA2013,39.65413663
2014,VA,Fredericksburg,FredericksburgVA2014,37.83558793
2015,VA,Fredericksburg,FredericksburgVA2015,35.62190257
2016,VA,Fredericksburg,FredericksburgVA2016,37.89582423
2017,VA,Fredericksburg,FredericksburgVA2017,39.62449428
2018,VA,Fredericksburg,FredericksburgVA2018,37.87034888
2019,VA,Fredericksburg,FredericksburgVA2019,38.10199931
2009,VA,FallsChurch,FallsChurchVA2009,73.3463901
2010,VA,FallsChurch,FallsChurchVA2010,66.31487135
2011,VA,FallsChurch,FallsChurchVA2011,66.48882114
2012,VA,FallsChurch,FallsChurchVA2012,66.13967892
2013,VA,FallsChurch,FallsChurchVA2013,64.96103283
2014,VA,FallsChurch,FallsChurchVA2014,64.30160313
2015,VA,FallsChurch,FallsChurchVA2015,65.77181208
2016,VA,FallsChurch,FallsChurchVA2016,68.43775367
2017,VA,FallsChurch,FallsChurchVA2017,67.20776868
2018,VA,FallsChurch,FallsChurchVA2018,66.71658822
2019,VA,FallsChurch,FallsChurchVA2019,63.58730384
2009,VA,Loudoun,LoudounVA2009,85.37772994
2010,VA,Loudoun,LoudounVA2010,83.74601078
2011,VA,Loudoun,LoudounVA2011,81.51002152
2012,VA,Loudoun,LoudounVA2012,80.31689917
2013,VA,Loudoun,LoudounVA2013,79.36045886
2014,VA,Loudoun,LoudounVA2014,78.76092565
2015,VA,Loudoun,LoudounVA2015,78.87162827
2016,VA,Loudoun,LoudounVA2016,79.87208584
2017,VA,Loudoun,LoudounVA2017,80.36614807
2018,VA,Loudoun,LoudounVA2018,80.22221758
2019,VA,Loudoun,LoudounVA2019,80.72508598
2009,VA,ManassasPark,ManassasParkVA2009,80.23725608
2010,VA,ManassasPark,ManassasParkVA2010,75.02084123
2011,VA,ManassasPark,ManassasParkVA2011,73.99520314
2012,VA,ManassasPark,ManassasParkVA2012,71.97584843
2013,VA,ManassasPark,ManassasParkVA2013,67.23966942
2014,VA,ManassasPark,ManassasParkVA2014,65.94850587
2015,VA,ManassasPark,ManassasParkVA2015,68.6912
2016,VA,ManassasPark,ManassasParkVA2016,68.2946863
2017,VA,ManassasPark,ManassasParkVA2017,68.93342433
2018,VA,ManassasPark,ManassasParkVA2018,68.72678561
2019,VA,ManassasPark,ManassasParkVA2019,69.02743436
2009,VA,NewKent,NewKentVA2009,89.16862887
2010,VA,NewKent,NewKentVA2010,90.14542445
2011,VA,NewKent,NewKentVA2011,91.0007979
2012,VA,NewKent,NewKentVA2012,90.25480554
2013,VA,NewKent,NewKentVA2013,88.44381036
2014,VA,NewKent,NewKentVA2014,87.72702848
2015,VA,NewKent,NewKentVA2015,85.18245872
2016,VA,NewKent,NewKentVA2016,83.52826511
2017,VA,NewKent,NewKentVA2017,80.39549437
2018,VA,NewKent,NewKentVA2018,84.9213691
2019,VA,NewKent,NewKentVA2019,84.89368755
2009,WA,Benton,BentonWA2009,73.9597744
2010,WA,Benton,BentonWA2010,72.26108071
2011,WA,Benton,BentonWA2011,72.06635205
2012,WA,Benton,BentonWA2012,71.23519264
2013,WA,Benton,BentonWA2013,69.77349854
2014,WA,Benton,BentonWA2014,69.46326587
2015,WA,Benton,BentonWA2015,69.00043144
2016,WA,Benton,BentonWA2016,69.30077273
2017,WA,Benton,BentonWA2017,69.03522659
2018,WA,Benton,BentonWA2018,69.54250402
2019,WA,Benton,BentonWA2019,70.39749328
2009,WA,Franklin,FranklinWA2009,67.73117531
2010,WA,Franklin,FranklinWA2010,67.60335505
2011,WA,Franklin,FranklinWA2011,68.12789469
2012,WA,Franklin,FranklinWA2012,66.13339897
2013,WA,Franklin,FranklinWA2013,66.45705445
2014,WA,Franklin,FranklinWA2014,66.28870475
2015,WA,Franklin,FranklinWA2015,65.28126077
2016,WA,Franklin,FranklinWA2016,66.53298412
2017,WA,Franklin,FranklinWA2017,67.91212334
2018,WA,Franklin,FranklinWA2018,67.45193885
2019,WA,Franklin,FranklinWA2019,67.46524565
2009,WA,Kittitas,KittitasWA2009,61.03510476
2010,WA,Kittitas,KittitasWA2010,59.76304699
2011,WA,Kittitas,KittitasWA2011,59.97695008
2012,WA,Kittitas,KittitasWA2012,57.72873111
2013,WA,Kittitas,KittitasWA2013,56.90479864
2014,WA,Kittitas,KittitasWA2014,57.89205703
2015,WA,Kittitas,KittitasWA2015,58.91459209
2016,WA,Kittitas,KittitasWA2016,58.59029743
2017,WA,Kittitas,KittitasWA2017,60.30364029
2018,WA,Kittitas,KittitasWA2018,60.35378584
2019,WA,Kittitas,KittitasWA2019,61.69457128
2009,WA,Snohomish,SnohomishWA2009,71.58355587
2010,WA,Snohomish,SnohomishWA2010,71.28369997
2011,WA,Snohomish,SnohomishWA2011,70.44530096
2012,WA,Snohomish,SnohomishWA2012,69.48548003
2013,WA,Snohomish,SnohomishWA2013,68.71752738
2014,WA,Snohomish,SnohomishWA2014,68.24777663
2015,WA,Snohomish,SnohomishWA2015,67.6193658
2016,WA,Snohomish,SnohomishWA2016,67.77304259
2017,WA,Snohomish,SnohomishWA2017,68.48906822
2018,WA,Snohomish,SnohomishWA2018,68.69325206
2019,WA,Snohomish,SnohomishWA2019,69.10169799
2009,WA,King,KingWA2009,65.73467294
2010,WA,King,KingWA2010,64.85049312
2011,WA,King,KingWA2011,64.34614746
2012,WA,King,KingWA2012,63.4754
2013,WA,King,KingWA2013,62.39123372
2014,WA,King,KingWA2014,61.5733026
2015,WA,King,KingWA2015,61.43553994
2016,WA,King,KingWA2016,61.32589601
2017,WA,King,KingWA2017,61.42371335
2018,WA,King,KingWA2018,61.41135401
2019,WA,King,KingWA2019,61.37363714
2009,WV,Doddridge,DoddridgeWV2009,82.77148384
2010,WV,Doddridge,DoddridgeWV2010,81.45612943
2011,WV,Doddridge,DoddridgeWV2011,82.5325837
2012,WV,Doddridge,DoddridgeWV2012,86.03783297
2013,WV,Doddridge,DoddridgeWV2013,83.3161689
2014,WV,Doddridge,DoddridgeWV2014,86.33844568
2015,WV,Doddridge,DoddridgeWV2015,85.94900105
2016,WV,Doddridge,DoddridgeWV2016,87.58878987
2017,WV,Doddridge,DoddridgeWV2017,84.0373219
2018,WV,Doddridge,DoddridgeWV2018,85.24443307
2019,WV,Doddridge,DoddridgeWV2019,84.44387163
2009,WV,Berkeley,BerkeleyWV2009,76.91810345
2010,WV,Berkeley,BerkeleyWV2010,77.49612731
2011,WV,Berkeley,BerkeleyWV2011,76.20434795
2012,WV,Berkeley,BerkeleyWV2012,75.37187682
2013,WV,Berkeley,BerkeleyWV2013,75.84405912
2014,WV,Berkeley,BerkeleyWV2014,75.74218787
2015,WV,Berkeley,BerkeleyWV2015,73.15732389
2016,WV,Berkeley,BerkeleyWV2016,73.35208746
2017,WV,Berkeley,BerkeleyWV2017,73.58203308
2018,WV,Berkeley,BerkeleyWV2018,72.98249965
2019,WV,Berkeley,BerkeleyWV2019,73.65476616
2009,WV,Morgan,MorganWV2009,79.02496438
2010,WV,Morgan,MorganWV2010,75.3583815
2011,WV,Morgan,MorganWV2011,75.82638689
2012,WV,Morgan,MorganWV2012,76.07520699
2013,WV,Morgan,MorganWV2013,74.25662852
2014,WV,Morgan,MorganWV2014,73.3868175
2015,WV,Morgan,MorganWV2015,76.08369841
2016,WV,Morgan,MorganWV2016,77.50805338
2017,WV,Morgan,MorganWV2017,80.36022557
2018,WV,Morgan,MorganWV2018,82.45012291
2019,WV,Morgan,MorganWV2019,83.82729393
2009,WV,Monongalia,MonongaliaWV2009,64.97417066
2010,WV,Monongalia,MonongaliaWV2010,63.65768016
2011,WV,Monongalia,MonongaliaWV2011,62.48106843
2012,WV,Monongalia,MonongaliaWV2012,61.30653266
2013,WV,Monongalia,MonongaliaWV2013,61.82744454
2014,WV,Monongalia,MonongaliaWV2014,61.73659624
2015,WV,Monongalia,MonongaliaWV2015,62.1542189
2016,WV,Monongalia,MonongaliaWV2016,61.71409559
2017,WV,Monongalia,MonongaliaWV2017,61.59872037
2018,WV,Monongalia,MonongaliaWV2018,60.02514079
2019,WV,Monongalia,MonongaliaWV2019,60.66787564
2009,WV,Jefferson,JeffersonWV2009,78.93663422
2010,WV,Jefferson,JeffersonWV2010,79.4742663
2011,WV,Jefferson,JeffersonWV2011,78.00942536
2012,WV,Jefferson,JeffersonWV2012,76.31876233
2013,WV,Jefferson,JeffersonWV2013,75.07911542
2014,WV,Jefferson,JeffersonWV2014,76.21901952
2015,WV,Jefferson,JeffersonWV2015,74.90051694
2016,WV,Jefferson,JeffersonWV2016,76.06154757
2017,WV,Jefferson,JeffersonWV2017,76.10701107
2018,WV,Jefferson,JeffersonWV2018,77.10744255
2019,WV,Jefferson,JeffersonWV2019,79.10431498
2009,WI,Brown,BrownWI2009,71.53223994
2010,WI,Brown,BrownWI2010,71.24798528
2011,WI,Brown,BrownWI2011,71.38224564
2012,WI,Brown,BrownWI2012,70.92357955
2013,WI,Brown,BrownWI2013,70.12649176
2014,WI,Brown,BrownWI2014,69.56202923
2015,WI,Brown,BrownWI2015,69.77410375
2016,WI,Brown,BrownWI2016,68.90449314
2017,WI,Brown,BrownWI2017,69.10253191
2018,WI,Brown,BrownWI2018,69.41931245
2019,WI,Brown,BrownWI2019,69.43779904
2009,WI,StCroix,StCroixWI2009,81.48050777
2010,WI,StCroix,StCroixWI2010,81.28452449
2011,WI,StCroix,StCroixWI2011,82.33673987
2012,WI,StCroix,StCroixWI2012,82.73640598
2013,WI,StCroix,StCroixWI2013,81.82445372
2014,WI,StCroix,StCroixWI2014,80.99893604
2015,WI,StCroix,StCroixWI2015,80.75966883
2016,WI,StCroix,StCroixWI2016,78.99332844
2017,WI,StCroix,StCroixWI2017,79.37751307
2018,WI,StCroix,StCroixWI2018,80.31169607
2019,WI,StCroix,StCroixWI2019,81.10934122
2009,WI,Menominee,MenomineeWI2009,73.77121446
2010,WI,Menominee,MenomineeWI2010,71.13620325
2011,WI,Menominee,MenomineeWI2011,66.80152308
2012,WI,Menominee,MenomineeWI2012,67.87663108
2013,WI,Menominee,MenomineeWI2013,67.17900213
2014,WI,Menominee,MenomineeWI2014,68.62835959
2015,WI,Menominee,MenomineeWI2015,63.27322529
2016,WI,Menominee,MenomineeWI2016,62.5882889
2017,WI,Menominee,MenomineeWI2017,62.4831309
2018,WI,Menominee,MenomineeWI2018,61.48066298
2019,WI,Menominee,MenomineeWI2019,59.73392461
2009,WI,Outagamie,OutagamieWI2009,78.66369841
2010,WI,Outagamie,OutagamieWI2010,78.25160535
2011,WI,Outagamie,OutagamieWI2011,78.0970426
2012,WI,Outagamie,OutagamieWI2012,77.47432804
2013,WI,Outagamie,OutagamieWI2013,76.91384003
2014,WI,Outagamie,OutagamieWI2014,75.99593161
2015,WI,Outagamie,OutagamieWI2015,75.41972244
2016,WI,Outagamie,OutagamieWI2016,74.73959354
2017,WI,Outagamie,OutagamieWI2017,74.84209708
2018,WI,Outagamie,OutagamieWI2018,74.96435669
2019,WI,Outagamie,OutagamieWI2019,75.85817871
2009,WI,Dane,DaneWI2009,66.43506772
2010,WI,Dane,DaneWI2010,66.91366702
2011,WI,Dane,DaneWI2011,65.73784748
2012,WI,Dane,DaneWI2012,64.89644899
2013,WI,Dane,DaneWI2013,64.09584883
2014,WI,Dane,DaneWI2014,63.25536102
2015,WI,Dane,DaneWI2015,62.4523475
2016,WI,Dane,DaneWI2016,63.02919737
2017,WI,Dane,DaneWI2017,63.3392681
2018,WI,Dane,DaneWI2018,62.95118316
2019,WI,Dane,DaneWI2019,63.26865489
2009,WY,Lincoln,LincolnWY2009,75.88472265
2010,WY,Lincoln,LincolnWY2010,76.88199828
2011,WY,Lincoln,LincolnWY2011,81.04442184
2012,WY,Lincoln,LincolnWY2012,84.92138981
2013,WY,Lincoln,LincolnWY2013,84.52057076
2014,WY,Lincoln,LincolnWY2014,83.56649157
2015,WY,Lincoln,LincolnWY2015,82.09791747
2016,WY,Lincoln,LincolnWY2016,80.58041768
2017,WY,Lincoln,LincolnWY2017,79.80089917
2018,WY,Lincoln,LincolnWY2018,81.43779094
2019,WY,Lincoln,LincolnWY2019,84.21327212
2009,WY,Crook,CrookWY2009,72.89031225
2010,WY,Crook,CrookWY2010,72.98592393
2011,WY,Crook,CrookWY2011,73.88507092
2012,WY,Crook,CrookWY2012,76.91533707
2013,WY,Crook,CrookWY2013,75.08513053
2014,WY,Crook,CrookWY2014,77.34759961
2015,WY,Crook,CrookWY2015,77.61984392
2016,WY,Crook,CrookWY2016,76.97204539
2017,WY,Crook,CrookWY2017,78.13487158
2018,WY,Crook,CrookWY2018,82.62942779
2019,WY,Crook,CrookWY2019,83.19816167
2009,WY,Teton,TetonWY2009,53.93112411
2010,WY,Teton,TetonWY2010,55.26791384
2011,WY,Teton,TetonWY2011,58.56763926
2012,WY,Teton,TetonWY2012,57.48497235
2013,WY,Teton,TetonWY2013,54.59500813
2014,WY,Teton,TetonWY2014,56.65047857
2015,WY,Teton,TetonWY2015,58.60210057
2016,WY,Teton,TetonWY2016,58.54979348
2017,WY,Teton,TetonWY2017,57.02033037
2018,WY,Teton,TetonWY2018,59.53015586
2019,WY,Teton,TetonWY2019,59.98205473
2009,WY,Albany,AlbanyWY2009,55.20446718
2010,WY,Albany,AlbanyWY2010,56.45330212
2011,WY,Albany,AlbanyWY2011,56.06595279
2012,WY,Albany,AlbanyWY2012,53.17047044
2013,WY,Albany,AlbanyWY2013,54.57592539
2014,WY,Albany,AlbanyWY2014,53.33371569
2015,WY,Albany,AlbanyWY2015,52.00056593
2016,WY,Albany,AlbanyWY2016,52.96763854
2017,WY,Albany,AlbanyWY2017,54.03239366
2018,WY,Albany,AlbanyWY2018,54.26650674
2019,WY,Albany,AlbanyWY2019,55.10385181
2009,WY,Laramie,LaramieWY2009,71.60761402
2010,WY,Laramie,LaramieWY2010,71.294158
2011,WY,Laramie,LaramieWY2011,71.12019458
2012,WY,Laramie,LaramieWY2012,70.20460642
2013,WY,Laramie,LaramieWY2013,69.71422949
2014,WY,Laramie,LaramieWY2014,69.97076686
2015,WY,Laramie,LaramieWY2015,70.44798769
2016,WY,Laramie,LaramieWY2016,70.66668078
2017,WY,Laramie,LaramieWY2017,72.02858285
2018,WY,Laramie,LaramieWY2018,72.38507279
2019,WY,Laramie,LaramieWY2019,72.71849398
2009,ID,Ada,AdaID2009,73.16795124
2010,ID,Ada,AdaID2010,72.44822227
2011,ID,Ada,AdaID2011,71.26732345
2012,ID,Ada,AdaID2012,69.81928925
2013,ID,Ada,AdaID2013,69.4841294
2014,ID,Ada,AdaID2014,68.50050419
2015,ID,Ada,AdaID2015,68.4074553
2016,ID,Ada,AdaID2016,68.92256408
2017,ID,Ada,AdaID2017,70.08922405
2018,ID,Ada,AdaID2018,70.92194854
2019,ID,Ada,AdaID2019,71.76863305
2009,LA,Ascension,AscensionLA2009,83.00769505
2010,LA,Ascension,AscensionLA2010,81.66679805
2011,LA,Ascension,AscensionLA2011,82.6384901
2012,LA,Ascension,AscensionLA2012,82.03472924
2013,LA,Ascension,AscensionLA2013,81.7083677
2014,LA,Ascension,AscensionLA2014,80.43839107
2015,LA,Ascension,AscensionLA2015,80.34434041
2016,LA,Ascension,AscensionLA2016,80.61589837
2017,LA,Ascension,AscensionLA2017,80.36387616
2018,LA,Ascension,AscensionLA2018,80.31684551
2019,LA,Ascension,AscensionLA2019,82.63466195
2009,IN,Boone,BooneIN2009,83.91217943
2010,IN,Boone,BooneIN2010,82.84156869
2011,IN,Boone,BooneIN2011,83.0469458
2012,IN,Boone,BooneIN2012,82.22625013
2013,IN,Boone,BooneIN2013,81.87181317
2014,IN,Boone,BooneIN2014,81.46487804
2015,IN,Boone,BooneIN2015,80.51781124
2016,IN,Boone,BooneIN2016,81.05134275
2017,IN,Boone,BooneIN2017,81.16422983
2018,IN,Boone,BooneIN2018,81.35944592
2019,IN,Boone,BooneIN2019,82.24414303
2009,KY,Boone,BooneKY2009,79.48952094
2010,KY,Boone,BooneKY2010,79.12318243
2011,KY,Boone,BooneKY2011,79.4277473
2012,KY,Boone,BooneKY2012,78.14807323
2013,KY,Boone,BooneKY2013,78.11280007
2014,KY,Boone,BooneKY2014,76.84151923
2015,KY,Boone,BooneKY2015,76.28271489
2016,KY,Boone,BooneKY2016,75.04753042
2017,KY,Boone,BooneKY2017,75.86242292
2018,KY,Boone,BooneKY2018,76.7986693
2019,KY,Boone,BooneKY2019,77.24793541
2009,IL,Champaign,ChampaignIL2009,60.02924435
2010,IL,Champaign,ChampaignIL2010,59.27081777
2011,IL,Champaign,ChampaignIL2011,58.04036226
2012,IL,Champaign,ChampaignIL2012,57.60783994
2013,IL,Champaign,ChampaignIL2013,57.88086311
2014,IL,Champaign,ChampaignIL2014,57.79874615
2015,IL,Champaign,ChampaignIL2015,57.80619395
2016,IL,Champaign,ChampaignIL2016,58.18923431
2017,IL,Champaign,ChampaignIL2017,57.69334832
2018,IL,Champaign,ChampaignIL2018,57.3800424
2019,IL,Champaign,ChampaignIL2019,56.94400148
2009,IA,Dallas,DallasIA2009,81.65004853
2010,IA,Dallas,DallasIA2010,80.86611991
2011,IA,Dallas,DallasIA2011,82.53608344
2012,IA,Dallas,DallasIA2012,81.58788863
2013,IA,Dallas,DallasIA2013,80.91110692
2014,IA,Dallas,DallasIA2014,78.53199726
2015,IA,Dallas,DallasIA2015,79.00887196
2016,IA,Dallas,DallasIA2016,77.40603057
2017,IA,Dallas,DallasIA2017,79.10946104
2018,IA,Dallas,DallasIA2018,78.46592816
2019,IA,Dallas,DallasIA2019,78.37369242
2009,KS,Douglas,DouglasKS2009,57.91041651
2010,KS,Douglas,DouglasKS2010,58.46447354
2011,KS,Douglas,DouglasKS2011,57.13778234
2012,KS,Douglas,DouglasKS2012,55.92242315
2013,KS,Douglas,DouglasKS2013,55.50180443
2014,KS,Douglas,DouglasKS2014,54.7109504
2015,KS,Douglas,DouglasKS2015,54.84299859
2016,KS,Douglas,DouglasKS2016,54.74606704
2017,KS,Douglas,DouglasKS2017,55.37408859
2018,KS,Douglas,DouglasKS2018,56.18633439
2019,KS,Douglas,DouglasKS2019,56.27278576
2009,IL,Grundy,GrundyIL2009,80.38356046
2010,IL,Grundy,GrundyIL2010,79.75266981
2011,IL,Grundy,GrundyIL2011,78.78270068
2012,IL,Grundy,GrundyIL2012,78.89386421
2013,IL,Grundy,GrundyIL2013,78.1384977
2014,IL,Grundy,GrundyIL2014,76.63319101
2015,IL,Grundy,GrundyIL2015,77.0033798
2016,IL,Grundy,GrundyIL2016,75.96355572
2017,IL,Grundy,GrundyIL2017,74.46876562
2018,IL,Grundy,GrundyIL2018,73.65841022
2019,IL,Grundy,GrundyIL2019,74.04845666
2009,IN,Hamilton,HamiltonIN2009,82.54779518
2010,IN,Hamilton,HamiltonIN2010,83.7456197
2011,IN,Hamilton,HamiltonIN2011,83.5101012
2012,IN,Hamilton,HamiltonIN2012,83.23112778
2013,IN,Hamilton,HamiltonIN2013,82.86455188
2014,IN,Hamilton,HamiltonIN2014,82.65310371
2015,IN,Hamilton,HamiltonIN2015,82.32928189
2016,IN,Hamilton,HamiltonIN2016,81.63714026
2017,IN,Hamilton,HamiltonIN2017,81.98916793
2018,IN,Hamilton,HamiltonIN2018,80.92484263
2019,IN,Hamilton,HamiltonIN2019,80.81146045
2009,IN,Hendricks,HendricksIN2009,84.30469334
2010,IN,Hendricks,HendricksIN2010,84.74617085
2011,IN,Hendricks,HendricksIN2011,85.02105618
2012,IN,Hendricks,HendricksIN2012,84.68730915
2013,IN,Hendricks,HendricksIN2013,84.45844192
2014,IN,Hendricks,HendricksIN2014,83.16706544
2015,IN,Hendricks,HendricksIN2015,82.66610022
2016,IN,Hendricks,HendricksIN2016,82.50494165
2017,IN,Hendricks,HendricksIN2017,81.59257425
2018,IN,Hendricks,HendricksIN2018,82.33119763
2019,IN,Hendricks,HendricksIN2019,82.13076532
2009,IA,Jefferson,JeffersonIA2009,71.97499328
2010,IA,Jefferson,JeffersonIA2010,76.23680529
2011,IA,Jefferson,JeffersonIA2011,81.00257069
2012,IA,Jefferson,JeffersonIA2012,78.02609482
2013,IA,Jefferson,JeffersonIA2013,75.00163645
2014,IA,Jefferson,JeffersonIA2014,72.75686938
2015,IA,Jefferson,JeffersonIA2015,68.5087153
2016,IA,Jefferson,JeffersonIA2016,65.85956416
2017,IA,Jefferson,JeffersonIA2017,66.88126329
2018,IA,Jefferson,JeffersonIA2018,66.78758325
2019,IA,Jefferson,JeffersonIA2019,64.90000583
2009,IA,Johnson,JohnsonIA2009,64.92324991
2010,IA,Johnson,JohnsonIA2010,65.16516009
2011,IA,Johnson,JohnsonIA2011,63.87654627
2012,IA,Johnson,JohnsonIA2012,63.94243625
2013,IA,Johnson,JohnsonIA2013,63.23131277
2014,IA,Johnson,JohnsonIA2014,63.04227805
2015,IA,Johnson,JohnsonIA2015,62.17006787
2016,IA,Johnson,JohnsonIA2016,62.69219546
2017,IA,Johnson,JohnsonIA2017,63.0069776
2018,IA,Johnson,JohnsonIA2018,63.1194695
2019,IA,Johnson,JohnsonIA2019,62.23335109
2009,IN,Johnson,JohnsonIN2009,78.63528983
2010,IN,Johnson,JohnsonIN2010,78.82246349
2011,IN,Johnson,JohnsonIN2011,78.09193048
2012,IN,Johnson,JohnsonIN2012,76.53734224
2013,IN,Johnson,JohnsonIN2013,74.5112587
2014,IN,Johnson,JohnsonIN2014,73.95086566
2015,IN,Johnson,JohnsonIN2015,72.95861746
2016,IN,Johnson,JohnsonIN2016,71.9700102
2017,IN,Johnson,JohnsonIN2017,72.74706138
2018,IN,Johnson,JohnsonIN2018,74.30655662
2019,IN,Johnson,JohnsonIN2019,75.648011
2009,KS,Johnson,JohnsonKS2009,77.42688957
2010,KS,Johnson,JohnsonKS2010,77.10794691
2011,KS,Johnson,JohnsonKS2011,76.68638765
2012,KS,Johnson,JohnsonKS2012,75.99762863
2013,KS,Johnson,JohnsonKS2013,75.0732865
2014,KS,Johnson,JohnsonKS2014,74.64805478
2015,KS,Johnson,JohnsonKS2015,74.27367574
2016,KS,Johnson,JohnsonKS2016,73.9165906
2017,KS,Johnson,JohnsonKS2017,74.01452987
2018,KS,Johnson,JohnsonKS2018,74.2027578
2019,KS,Johnson,JohnsonKS2019,74.57346929
2009,IL,Kane,KaneIL2009,79.98587253
2010,IL,Kane,KaneIL2010,79.54427039
2011,IL,Kane,KaneIL2011,77.99959445
2012,IL,Kane,KaneIL2012,76.64575847
2013,IL,Kane,KaneIL2013,76.05878079
2014,IL,Kane,KaneIL2014,74.37460153
2015,IL,Kane,KaneIL2015,73.32556482
2016,IL,Kane,KaneIL2016,73.07600027
2017,IL,Kane,KaneIL2017,73.69992516
2018,IL,Kane,KaneIL2018,73.45794499
2019,IL,Kane,KaneIL2019,74.52839516
2009,IL,Kendall,KendallIL2009,88.44391633
2010,IL,Kendall,KendallIL2010,87.82297311
2011,IL,Kendall,KendallIL2011,87.75231268
2012,IL,Kendall,KendallIL2012,86.6112569
2013,IL,Kendall,KendallIL2013,85.46937861
2014,IL,Kendall,KendallIL2014,83.89534391
2015,IL,Kendall,KendallIL2015,82.73955671
2016,IL,Kendall,KendallIL2016,82.12905783
2017,IL,Kendall,KendallIL2017,82.0424546
2018,IL,Kendall,KendallIL2018,83.00798223
2019,IL,Kendall,KendallIL2019,84.24779043
2009,KS,Leavenworth,LeavenworthKS2009,70.89369455
2010,KS,Leavenworth,LeavenworthKS2010,69.74771319
2011,KS,Leavenworth,LeavenworthKS2011,69.55679831
2012,KS,Leavenworth,LeavenworthKS2012,68.38001114
2013,KS,Leavenworth,LeavenworthKS2013,67.15482058
2014,KS,Leavenworth,LeavenworthKS2014,66.68482284
2015,KS,Leavenworth,LeavenworthKS2015,66.21760222
2016,KS,Leavenworth,LeavenworthKS2016,66.58422304
2017,KS,Leavenworth,LeavenworthKS2017,68.06473641
2018,KS,Leavenworth,LeavenworthKS2018,68.59943826
2019,KS,Leavenworth,LeavenworthKS2019,68.51171797
2009,IL,Monroe,MonroeIL2009,83.81986804
2010,IL,Monroe,MonroeIL2010,84.10224632
2011,IL,Monroe,MonroeIL2011,82.74652222
2012,IL,Monroe,MonroeIL2012,83.56105762
2013,IL,Monroe,MonroeIL2013,82.02414622
2014,IL,Monroe,MonroeIL2014,82.78207764
2015,IL,Monroe,MonroeIL2015,83.54338998
2016,IL,Monroe,MonroeIL2016,85.67367823
2017,IL,Monroe,MonroeIL2017,85.77105806
2018,IL,Monroe,MonroeIL2018,88.67280285
2019,IL,Monroe,MonroeIL2019,87.74102247
2009,IA,Polk,PolkIA2009,75.33850056
2010,IA,Polk,PolkIA2010,75.04792861
2011,IA,Polk,PolkIA2011,74.31001949
2012,IA,Polk,PolkIA2012,73.47490703
2013,IA,Polk,PolkIA2013,72.70303313
2014,IA,Polk,PolkIA2014,72.04767014
2015,IA,Polk,PolkIA2015,71.08711543
2016,IA,Polk,PolkIA2016,70.24300087
2017,IA,Polk,PolkIA2017,70.17093793
2018,IA,Polk,PolkIA2018,70.06827713
2019,IA,Polk,PolkIA2019,70.18724953
2009,KY,Scott,ScottKY2009,74.48887808
2010,KY,Scott,ScottKY2010,71.08763784
2011,KY,Scott,ScottKY2011,73.19057624
2012,KY,Scott,ScottKY2012,71.64995641
2013,KY,Scott,ScottKY2013,73.77259326
2014,KY,Scott,ScottKY2014,74.88913062
2015,KY,Scott,ScottKY2015,72.88555178
